Avenue,num,Building,Floors,Tenant
3,1,Square,40,Blue
4,1,Square,39,Blue
5,1,Square,39,Blue
6,1,Square,40,Blue
7,1,Square,41,Blue
8,1,Square,45,Blue
1,1,Square,39,Blue
2,1,Square,37,Blue
3,1,Square,36,Blue
4,1,Square,38,Blue
5,1,Square,39,Blue
6,1,Square,39,Blue
7,1,Square,37,Blue
8,1,Square,40,Blue
1,1,Square,51,Blue
2,1,Square,47,Blue
3,1,Square,50,Blue
4,1,Square,54,Blue
5,1,Square,48,Blue
6,1,Square,48,Blue
7,1,Square,48,Blue
8,1,Square,39,Blue
1,1,Square,45,Blue
2,1,Square,44,Blue
3,1,Square,62,Blue
4,1,Square,74,Blue
5,1,Square,45,Blue
6,1,Square,47,Blue
7,1,Square,55,Blue
8,1,Square,72,Blue
1,1,Square,73,Blue
2,1,Square,72,Blue
3,1,Square,68,Blue
4,1,Square,71,Blue
5,1,Square,79,Blue
6,1,Square,72,Blue
7,1,Square,72,Blue
8,1,Square,81,Blue
1,1,Square,37,Blue
2,1,Square,36,Blue
3,1,Square,35,Blue
4,1,Square,37,Blue
5,1,Square,37,Blue
6,1,Square,38,Blue
7,1,Square,40,Blue
8,1,Square,31,Blue
1,1,Square,51,Blue
2,1,Square,52,Blue
3,1,Square,52,Blue
4,1,Square,51,Blue
5,1,Square,54,Blue
6,1,Square,53,Blue
7,1,Square,52,Blue
8,1,Square,55,Blue
1,1,Square,43,Blue
2,1,Square,33,Blue
3,1,Square,32,Blue
4,1,Square,38,Blue
5,1,Square,39,Blue
6,1,Square,37,Blue
7,1,Square,36,Blue
8,1,Square,50,Blue
1,1,Square,45,Blue
2,1,Square,44,Blue
3,1,Square,46,Blue
4,1,Square,43,Blue
5,1,Square,48,Blue
6,1,Square,46,Blue
7,1,Square,43,Blue
8,1,Square,46,Blue
1,1,Square,29,Blue
2,1,Square,29,Blue
3,1,Square,31,Blue
4,1,Square,30,Blue
5,1,Square,31,Blue
6,1,Square,32,Blue
7,1,Square,29,Blue
8,1,Square,30,Blue
1,1,Square,37,Blue
2,1,Square,35,Blue
3,1,Square,38,Blue
4,1,Square,35,Blue
5,1,Square,43,Blue
6,1,Square,33,Blue
7,1,Square,38,Blue
8,1,Square,36,Blue
1,1,Square,33,Blue
2,1,Square,36,Blue
3,1,Square,33,Blue
4,1,Square,32,Blue
5,1,Square,35,Blue
6,1,Square,32,Blue
7,1,Square,35,Blue
8,1,Square,34,Blue
1,1,Square,34,Blue
2,1,Square,34,Blue
3,1,Square,34,Blue
4,1,Square,33,Blue
5,1,Square,35,Blue
6,1,Square,34,Blue
7,1,Square,32,Blue
8,1,Square,34,Blue
1,1,Square,54,Blue
2,1,Square,61,Blue
3,1,Square,46,Blue
4,1,Square,52,Blue
5,1,Square,49,Blue
6,1,Square,51,Blue
7,1,Square,40,Blue
8,1,Square,45,Blue
1,1,Square,40,Blue
2,1,Square,45,Blue
3,1,Square,39,Blue
4,1,Square,37,Blue
5,1,Square,40,Blue
6,1,Square,40,Blue
7,1,Square,39,Blue
8,1,Square,40,Blue
1,1,Square,37,Blue
2,1,Square,36,Blue
3,1,Square,32,Blue
4,1,Square,34,Blue
5,1,Square,33,Blue
6,1,Square,33,Blue
7,1,Square,35,Blue
8,1,Square,37,Blue
1,1,Square,45,Blue
2,1,Square,50,Blue
3,1,Square,47,Blue
4,1,Square,51,Blue
5,1,Square,46,Blue
6,1,Square,54,Blue
7,1,Square,46,Blue
8,1,Square,54,Blue
1,1,Square,52,Blue
2,1,Square,53,Blue
3,1,Square,55,Blue
4,1,Square,64,Blue
5,1,Square,48,Blue
6,1,Square,62,Blue
7,1,Square,63,Blue
8,1,Square,49,Blue
1,1,Square,50,Blue
2,1,Square,34,Blue
3,1,Square,55,Blue
4,1,Square,55,Blue
5,1,Square,54,Blue
6,1,Square,61,Blue
7,1,Square,65,Blue
8,1,Square,31,Blue
1,1,Square,28,Blue
2,1,Square,28,Blue
3,1,Square,28,Blue
4,1,Square,29,Blue
5,1,Square,32,Blue
6,1,Square,28,Blue
7,1,Square,30,Blue
8,1,Square,35,Blue
1,1,Square,31,Blue
2,1,Square,30,Blue
3,1,Square,28,Blue
4,1,Square,34,Blue
5,1,Square,33,Blue
6,1,Square,31,Blue
7,1,Square,32,Blue
8,1,Square,35,Blue
1,1,Square,35,Blue
2,1,Square,31,Blue
3,1,Square,33,Blue
4,1,Square,42,Blue
5,1,Square,35,Blue
6,1,Square,34,Blue
7,1,Square,32,Blue
8,1,Square,30,Blue
1,1,Square,46,Blue
2,1,Square,50,Blue
3,1,Square,49,Blue
4,1,Square,55,Blue
5,1,Square,44,Blue
6,1,Square,42,Blue
7,1,Square,43,Blue
8,1,Square,42,Blue
1,1,Square,34,Blue
2,1,Square,37,Blue
3,1,Square,36,Blue
4,1,Square,35,Blue
5,1,Square,40,Blue
6,1,Square,39,Blue
7,1,Square,59,Blue
8,1,Square,38,Blue
1,1,Square,47,Blue
2,1,Square,49,Blue
3,1,Square,49,Blue
4,1,Square,47,Blue
5,1,Square,51,Blue
6,1,Square,47,Blue
7,1,Square,48,Blue
8,1,Square,49,Blue
1,1,Square,26,Blue
2,1,Square,30,Blue
3,1,Square,29,Blue
4,1,Square,29,Blue
5,1,Square,31,Blue
6,1,Square,30,Blue
7,1,Square,29,Blue
8,1,Square,29,Blue
1,1,Square,38,Blue
2,1,Square,43,Blue
3,1,Square,39,Blue
4,1,Square,39,Blue
5,1,Square,38,Blue
6,1,Square,39,Blue
7,1,Square,39,Blue
8,1,Square,39,Blue
1,1,Square,43,Blue
2,1,Square,45,Blue
3,1,Square,41,Blue
4,1,Square,43,Blue
5,1,Square,45,Blue
6,1,Square,44,Blue
7,1,Square,41,Blue
8,1,Square,48,Blue
1,1,Square,38,Blue
2,1,Square,40,Blue
3,1,Square,38,Blue
4,1,Square,40,Blue
5,1,Square,37,Blue
6,1,Square,39,Blue
7,1,Square,40,Blue
8,1,Square,41,Blue
1,1,Square,33,Blue
2,1,Square,38,Blue
3,1,Square,36,Blue
4,1,Square,40,Blue
5,1,Square,34,Blue
6,1,Square,42,Blue
7,1,Square,35,Blue
8,1,Square,49,Blue
1,1,Square,41,Blue
2,1,Square,43,Blue
3,1,Square,43,Blue
4,1,Square,41,Blue
5,1,Square,38,Blue
6,1,Square,37,Blue
7,1,Square,38,Blue
8,1,Square,44,Blue
1,1,Square,81,Blue
2,1,Square,77,Blue
3,1,Square,77,Blue
4,1,Square,83,Blue
5,1,Square,76,Blue
6,1,Square,82,Blue
7,1,Square,77,Blue
8,1,Square,71,Blue
1,1,Square,60,Blue
2,1,Square,50,Blue
3,1,Square,54,Blue
4,1,Square,56,Blue
5,1,Square,55,Blue
6,1,Square,60,Blue
7,1,Square,62,Blue
8,1,Square,56,Blue
1,1,Square,32,Blue
2,1,Square,31,Blue
3,1,Square,29,Blue
4,1,Square,29,Blue
5,1,Square,30,Blue
6,1,Square,28,Blue
7,1,Square,30,Blue
8,1,Square,29,Blue
1,1,Square,53,Blue
2,1,Square,54,Blue
3,1,Square,53,Blue
4,1,Square,50,Blue
5,1,Square,45,Blue
6,1,Square,51,Blue
7,1,Square,43,Blue
8,1,Square,66,Blue
1,1,Square,41,Blue
2,1,Square,47,Blue
3,1,Square,41,Blue
4,1,Square,40,Blue
5,1,Square,42,Blue
6,1,Square,42,Blue
7,1,Square,43,Blue
8,1,Square,40,Blue
1,1,Square,55,Blue
2,1,Square,56,Blue
3,1,Square,53,Blue
4,1,Square,52,Blue
5,1,Square,61,Blue
6,1,Square,53,Blue
7,1,Square,56,Blue
8,1,Square,57,Blue
1,1,Square,46,Blue
2,1,Square,43,Blue
3,1,Square,44,Blue
4,1,Square,42,Blue
5,1,Square,52,Blue
6,1,Square,49,Blue
7,1,Square,46,Blue
8,1,Square,47,Blue
1,1,Square,62,Blue
2,1,Square,64,Blue
3,1,Square,62,Blue
4,1,Square,63,Blue
5,1,Square,63,Blue
6,1,Square,58,Blue
7,1,Square,60,Blue
8,1,Square,60,Blue
1,1,Square,46,Blue
2,1,Square,43,Blue
3,1,Square,44,Blue
4,1,Square,44,Blue
5,1,Square,50,Blue
6,1,Square,48,Blue
7,1,Square,46,Blue
8,1,Square,45,Blue
1,1,Square,75,Blue
2,1,Square,73,Blue
3,1,Square,72,Blue
4,1,Square,71,Blue
5,1,Square,78,Blue
6,1,Square,72,Blue
7,1,Square,74,Blue
8,1,Square,71,Blue
1,1,Square,38,Blue
2,1,Square,36,Blue
3,1,Square,50,Blue
4,1,Square,49,Blue
5,1,Square,34,Blue
6,1,Square,45,Blue
7,1,Square,34,Blue
8,1,Square,35,Blue
1,1,Square,39,Blue
2,1,Square,40,Blue
3,1,Square,39,Blue
4,1,Square,41,Blue
5,1,Square,40,Blue
6,1,Square,42,Blue
7,1,Square,38,Blue
8,1,Square,43,Blue
1,1,Square,30,Blue
2,1,Square,29,Blue
3,1,Square,31,Blue
4,1,Square,31,Blue
5,1,Square,33,Blue
6,1,Square,33,Blue
7,1,Square,30,Blue
8,1,Square,30,Blue
1,1,Square,32,Blue
2,1,Square,32,Blue
3,1,Square,30,Blue
4,1,Square,32,Blue
5,1,Square,34,Blue
6,1,Square,31,Blue
7,1,Square,33,Blue
8,1,Square,33,Blue
1,1,Square,34,Blue
2,1,Square,32,Blue
3,1,Square,31,Blue
4,1,Square,33,Blue
5,1,Square,32,Blue
6,1,Square,33,Blue
7,1,Square,32,Blue
8,1,Square,33,Blue
1,1,Square,30,Blue
2,1,Square,30,Blue
3,1,Square,30,Blue
4,1,Square,31,Blue
5,1,Square,28,Blue
6,1,Square,30,Blue
7,1,Square,30,Blue
8,1,Square,32,Blue
1,1,Square,45,Blue
2,1,Square,41,Blue
3,1,Square,41,Blue
4,1,Square,42,Blue
5,1,Square,45,Blue
6,1,Square,41,Blue
7,1,Square,44,Blue
8,1,Square,45,Blue
1,1,Square,97,Blue
2,1,Square,95,Blue
3,1,Square,92,Blue
4,1,Square,90,Blue
5,1,Square,83,Blue
6,1,Square,85,Blue
7,1,Square,91,Blue
8,1,Square,75,Blue
1,1,Square,32,Blue
2,1,Square,32,Blue
3,1,Square,30,Blue
4,1,Square,31,Blue
5,1,Square,33,Blue
6,1,Square,31,Blue
7,1,Square,31,Blue
8,1,Square,32,Blue
1,1,Square,31,Blue
2,1,Square,36,Blue
3,1,Square,35,Blue
4,1,Square,32,Blue
5,1,Square,32,Blue
6,1,Square,35,Blue
7,1,Square,33,Blue
8,1,Square,33,Blue
1,1,Square,45,Blue
2,1,Square,46,Blue
3,1,Square,42,Blue
4,1,Square,44,Blue
5,1,Square,42,Blue
6,1,Square,41,Blue
7,1,Square,44,Blue
8,1,Square,46,Blue
1,1,Square,38,Blue
2,1,Square,37,Blue
3,1,Square,38,Blue
4,1,Square,38,Blue
5,1,Square,41,Blue
6,1,Square,35,Blue
7,1,Square,38,Blue
8,1,Square,40,Blue
1,1,Square,29,Blue
2,1,Square,27,Blue
3,1,Square,28,Blue
4,1,Square,27,Blue
5,1,Square,28,Blue
6,1,Square,29,Blue
7,1,Square,29,Blue
8,1,Square,33,Blue
1,1,Square,29,Blue
2,1,Square,31,Blue
3,1,Square,35,Blue
4,1,Square,32,Blue
5,1,Square,52,Blue
6,1,Square,32,Blue
7,1,Square,39,Blue
8,1,Square,31,Blue
1,1,Square,33,Blue
2,1,Square,35,Blue
3,1,Square,32,Blue
4,1,Square,34,Blue
5,1,Square,37,Blue
6,1,Square,34,Blue
7,1,Square,33,Blue
8,1,Square,34,Blue
1,1,Square,39,Blue
2,1,Square,38,Blue
3,1,Square,38,Blue
4,1,Square,40,Blue
5,1,Square,39,Blue
6,1,Square,40,Blue
7,1,Square,40,Blue
8,1,Square,42,Blue
1,1,Square,51,Blue
2,1,Square,47,Blue
3,1,Square,51,Blue
4,1,Square,51,Blue
5,1,Square,49,Blue
6,1,Square,53,Blue
7,1,Square,55,Blue
8,1,Square,45,Blue
1,1,Square,49,Blue
2,1,Square,49,Blue
3,1,Square,46,Blue
4,1,Square,52,Blue
5,1,Square,45,Blue
6,1,Square,50,Blue
7,1,Square,46,Blue
8,1,Square,52,Blue
1,1,Square,42,Blue
2,1,Square,41,Blue
3,1,Square,38,Blue
4,1,Square,43,Blue
5,1,Square,40,Blue
6,1,Square,42,Blue
7,1,Square,40,Blue
8,1,Square,42,Blue
1,1,Square,44,Blue
2,1,Square,43,Blue
3,1,Square,43,Blue
4,1,Square,43,Blue
5,1,Square,44,Blue
6,1,Square,42,Blue
7,1,Square,46,Blue
8,1,Square,49,Blue
1,1,Square,57,Blue
2,1,Square,58,Blue
3,1,Square,56,Blue
4,1,Square,63,Blue
5,1,Square,56,Blue
6,1,Square,60,Blue
7,1,Square,56,Blue
8,1,Square,59,Blue
1,1,Square,44,Blue
2,1,Square,43,Blue
3,1,Square,40,Blue
4,1,Square,42,Blue
5,1,Square,45,Blue
6,1,Square,44,Blue
7,1,Square,40,Blue
8,1,Square,50,Blue
1,1,Square,33,Blue
2,1,Square,35,Blue
3,1,Square,35,Blue
4,1,Square,33,Blue
5,1,Square,36,Blue
6,1,Square,32,Blue
7,1,Square,34,Blue
8,1,Square,36,Blue
1,1,Square,40,Blue
2,1,Square,39,Blue
3,1,Square,37,Blue
4,1,Square,40,Blue
5,1,Square,40,Blue
6,1,Square,39,Blue
7,1,Square,39,Blue
8,1,Square,42,Blue
1,1,Square,33,Blue
2,1,Square,32,Blue
3,1,Square,32,Blue
4,1,Square,32,Blue
5,1,Square,31,Blue
6,1,Square,34,Blue
7,1,Square,32,Blue
8,1,Square,34,Blue
1,1,Square,41,Blue
2,1,Square,38,Blue
3,1,Square,35,Blue
4,1,Square,37,Blue
5,1,Square,36,Blue
6,1,Square,36,Blue
7,1,Square,39,Blue
8,1,Square,42,Blue
1,1,Square,31,Blue
2,1,Square,33,Blue
3,1,Square,33,Blue
4,1,Square,29,Blue
5,1,Square,33,Blue
6,1,Square,31,Blue
7,1,Square,30,Blue
8,1,Square,31,Blue
1,1,Square,36,Blue
2,1,Square,39,Blue
3,1,Square,35,Blue
4,1,Square,37,Blue
5,1,Square,39,Blue
6,1,Square,34,Blue
7,1,Square,34,Blue
8,1,Square,39,Blue
1,1,Square,45,Blue
2,1,Square,45,Blue
3,1,Square,44,Blue
4,1,Square,43,Blue
5,1,Square,50,Blue
6,1,Square,44,Blue
7,1,Square,45,Blue
8,1,Square,50,Blue
1,1,Square,31,Blue
2,1,Square,32,Blue
3,1,Square,29,Blue
4,1,Square,30,Blue
5,1,Square,32,Blue
6,1,Square,29,Blue
7,1,Square,27,Blue
8,1,Square,32,Blue
1,1,Square,29,Blue
2,1,Square,29,Blue
3,1,Square,30,Blue
4,1,Square,28,Blue
5,1,Square,30,Blue
6,1,Square,30,Blue
7,1,Square,29,Blue
8,1,Square,31,Blue
1,1,Square,44,Blue
2,1,Square,42,Blue
3,1,Square,41,Blue
4,1,Square,42,Blue
5,1,Square,50,Blue
6,1,Square,40,Blue
7,1,Square,45,Blue
8,1,Square,42,Blue
1,1,Square,43,Blue
2,1,Square,43,Blue
3,1,Square,41,Blue
4,1,Square,39,Blue
5,1,Square,47,Blue
6,1,Square,39,Blue
7,1,Square,46,Blue
8,1,Square,44,Blue
1,1,Square,42,Blue
2,1,Square,43,Blue
3,1,Square,39,Blue
4,1,Square,43,Blue
5,1,Square,43,Blue
6,1,Square,40,Blue
7,1,Square,44,Blue
8,1,Square,45,Blue
1,1,Square,31,Blue
2,1,Square,30,Blue
3,1,Square,32,Blue
4,1,Square,30,Blue
5,1,Square,36,Blue
6,1,Square,33,Blue
7,1,Square,33,Blue
8,1,Square,33,Blue
1,1,Square,50,Blue
2,1,Square,40,Blue
3,1,Square,44,Blue
4,1,Square,42,Blue
5,1,Square,41,Blue
6,1,Square,42,Blue
7,1,Square,46,Blue
8,1,Square,40,Blue
1,1,Square,38,Blue
2,1,Square,38,Blue
3,1,Square,35,Blue
4,1,Square,36,Blue
5,1,Square,42,Blue
6,1,Square,37,Blue
7,1,Square,40,Blue
8,1,Square,37,Blue
1,1,Square,30,Blue
2,1,Square,30,Blue
3,1,Square,31,Blue
4,1,Square,32,Blue
5,1,Square,33,Blue
6,1,Square,31,Blue
7,1,Square,32,Blue
8,1,Square,30,Blue
1,1,Square,30,Blue
2,1,Square,31,Blue
3,1,Square,34,Blue
4,1,Square,35,Blue
5,1,Square,36,Blue
6,1,Square,33,Blue
7,1,Square,32,Blue
8,1,Square,32,Blue
1,1,Square,35,Blue
2,1,Square,34,Blue
3,1,Square,33,Blue
4,1,Square,32,Blue
5,1,Square,38,Blue
6,1,Square,36,Blue
7,1,Square,35,Blue
8,1,Square,35,Blue
1,1,Square,60,Blue
2,1,Square,63,Blue
3,1,Square,63,Blue
4,1,Square,57,Blue
5,1,Square,44,Blue
6,1,Square,63,Blue
7,1,Square,48,Blue
8,1,Square,41,Blue
1,1,Square,39,Blue
2,1,Square,35,Blue
3,1,Square,34,Blue
4,1,Square,36,Blue
5,1,Square,35,Blue
6,1,Square,35,Blue
7,1,Square,37,Blue
8,1,Square,37,Blue
1,1,Square,36,Blue
2,1,Square,35,Blue
3,1,Square,35,Blue
4,1,Square,38,Blue
5,1,Square,33,Blue
6,1,Square,35,Blue
7,1,Square,35,Blue
8,1,Square,38,Blue
1,1,Square,51,Blue
2,1,Square,52,Blue
3,1,Square,47,Blue
4,1,Square,56,Blue
5,1,Square,53,Blue
6,1,Square,58,Blue
7,1,Square,48,Blue
8,1,Square,54,Blue
1,1,Square,39,Blue
2,1,Square,37,Blue
3,1,Square,40,Blue
4,1,Square,38,Blue
5,1,Square,45,Blue
6,1,Square,38,Blue
7,1,Square,40,Blue
8,1,Square,38,Blue
1,1,Square,53,Blue
2,1,Square,54,Blue
3,1,Square,52,Blue
4,1,Square,54,Blue
5,1,Square,57,Blue
6,1,Square,52,Blue
7,1,Square,55,Blue
8,1,Square,59,Blue
1,1,Square,44,Blue
2,1,Square,44,Blue
3,1,Square,43,Blue
4,1,Square,45,Blue
5,1,Square,45,Blue
6,1,Square,48,Blue
7,1,Square,43,Blue
8,1,Square,47,Blue
1,1,Square,51,Blue
2,1,Square,55,Blue
3,1,Square,48,Blue
4,1,Square,53,Blue
5,1,Square,53,Blue
6,1,Square,48,Blue
7,1,Square,54,Blue
8,1,Square,60,Blue
1,1,Square,30,Blue
2,1,Square,31,Blue
3,1,Square,31,Blue
4,1,Square,31,Blue
5,1,Square,36,Blue
6,1,Square,32,Blue
7,1,Square,29,Blue
8,1,Square,31,Blue
1,1,Square,55,Blue
2,1,Square,61,Blue
3,1,Square,55,Blue
4,1,Square,55,Blue
5,1,Square,49,Blue
6,1,Square,55,Blue
7,1,Square,55,Blue
8,1,Square,50,Blue
1,1,Square,28,Blue
2,1,Square,30,Blue
3,1,Square,30,Blue
4,1,Square,28,Blue
5,1,Square,28,Blue
6,1,Square,30,Blue
7,1,Square,29,Blue
8,1,Square,29,Blue
1,1,Square,42,Blue
2,1,Square,43,Blue
3,1,Square,46,Blue
4,1,Square,41,Blue
5,1,Square,47,Blue
6,1,Square,43,Blue
7,1,Square,44,Blue
8,1,Square,44,Blue
1,1,Square,35,Blue
2,1,Square,36,Blue
3,1,Square,33,Blue
4,1,Square,35,Blue
5,1,Square,34,Blue
6,1,Square,36,Blue
7,1,Square,34,Blue
8,1,Square,41,Blue
1,1,Square,59,Blue
2,1,Square,59,Blue
3,1,Square,58,Blue
4,1,Square,58,Blue
5,1,Square,47,Blue
6,1,Square,55,Blue
7,1,Square,46,Blue
8,1,Square,48,Blue
1,1,Square,139,Blue
2,1,Square,136,Blue
3,1,Square,136,Blue
4,1,Square,138,Blue
5,1,Square,135,Blue
6,1,Square,138,Blue
7,1,Square,135,Blue
8,1,Square,140,Blue
1,1,Square,101,Blue
2,1,Square,105,Blue
3,1,Square,102,Blue
4,1,Square,105,Blue
5,1,Square,96,Blue
6,1,Square,106,Blue
7,1,Square,96,Blue
8,1,Square,103,Blue
1,1,Square,107,Blue
2,1,Square,107,Blue
3,1,Square,107,Blue
4,1,Square,111,Blue
5,1,Square,106,Blue
6,1,Square,104,Blue
7,1,Square,110,Blue
8,1,Square,91,Blue
1,1,Square,85,Blue
2,1,Square,85,Blue
